source_doc,order_index,text_preview,label_suggestion,font_size,is_bold,is_italic,alignment,indent_left,indent_first_line,space_before,space_after,line_spacing,is_all_caps,starts_with_number,word_count,position_ratio_in_doc,style_name_hash,has_image,is_table_element
Copy of style_aware_06.docx,38,Data network development accuracy technique theory however structure training fr,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,93,0.3363,0,0,0
Copy of style_aware_06.docx,39,Model output component accuracy important process function component interface d,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,84,0.3451,0,0,0
Copy of style_aware_06.docx,40,3.2 Ancient Civilizations,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.354,2,0,0
Copy of style_aware_06.docx,41,Significant module standard application efficiency furthermore output design the,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,45,0.3628,0,0,0
Copy of style_aware_06.docx,42,Efficiency additionally significant design principle subsequent additionally mod,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,57,0.3717,0,0,0
Copy of style_aware_06.docx,43,Value model important subsequent implementation function structure framework acc,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,34,0.3805,0,0,0
Copy of style_aware_06.docx,44,System efficiency sample technique value function important data network process,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.3894,0,0,0
Copy of style_aware_06.docx,45,Figure 32: Illustration of Climate Systems,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.3982,5,0,0
Copy of style_aware_06.docx,46,3.3 Ancient Civilizations,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4071,2,0,0
Copy of style_aware_06.docx,47,Architecture efficiency concept subsequent sample interface theory component des,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,79,0.4159,0,0,0
Copy of style_aware_06.docx,48,Design architecture however subsequent process value sample implementation resul,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,69,0.4248,0,0,0
Copy of style_aware_06.docx,49,System output subsequent design module structure concept design theory. Theory e,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,77,0.4336,0,0,0
Copy of style_aware_06.docx,50,Chapter 4: Renaissance Art,Chapter Heading,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.4425,1,0,0
Copy of style_aware_06.docx,51,4.1 Space Exploration,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.4513,2,0,0
Copy of style_aware_06.docx,52,Implementation method network relevant architecture data quality function proces,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.4602,0,0,0
Copy of style_aware_06.docx,53,Important study application function value development additionally method model,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,94,0.469,0,0,0
Copy of style_aware_06.docx,54,Sample therefore principle however principle quality furthermore subsequent resu,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,100,0.4779,0,0,0
Copy of style_aware_06.docx,55,Theory framework system feature consequently research model furthermore importan,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,77,0.4867,0,0,0
Copy of style_aware_06.docx,56,Principle result sample interface value input important interface method researc,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,76,0.4956,0,0,0
Copy of style_aware_06.docx,57,1. Significant structure data relevant implementation however.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.5044,6,0,0
Copy of style_aware_06.docx,58,2. Concept principle application additionally efficiency furthermore.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.5133,6,0,0
Copy of style_aware_06.docx,59,3. Design quality therefore concept function.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.5221,6,0,0
Copy of style_aware_06.docx,60,4. Result study relevant implementation relevant.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.531,6,0,0
Copy of style_aware_06.docx,61,5. Standard efficiency interface design concept output process.,Body Paragraph,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,8,0.5398,6,0,0
Copy of style_aware_06.docx,62,4.2 Sustainable Agriculture,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.5487,2,0,0
Copy of style_aware_06.docx,63,Research network evaluation principle study data component model value standard ,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,44,0.5575,0,0,0
Copy of style_aware_06.docx,64,Furthermore network efficiency theory therefore performance principle structure ,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,83,0.5664,0,0,0
Copy of style_aware_06.docx,65,Feature process efficiency interface implementation implementation structure pro,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,81,0.5752,0,0,0
Copy of style_aware_06.docx,66,1. Efficiency interface significant technique however theory process relevant.,Body Paragraph,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.5841,6,0,0
Copy of style_aware_06.docx,67,2. Additionally research performance consequently significant.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,6,0.5929,6,0,0
Copy of style_aware_06.docx,68,3. Interface relevant result furthermore technique input input sample network.,Body Paragraph,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.6018,6,0,0
Copy of style_aware_06.docx,69,4.3 Data Structures and Algorithms,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,5,0.6106,2,0,0
Copy of style_aware_06.docx,70,Structure method accuracy consequently network development model training. Study,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,37,0.6195,0,0,0
Copy of style_aware_06.docx,71,Development consequently relevant module research model subsequent quality train,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,40,0.6283,0,0,0
Copy of style_aware_06.docx,72,Result principle study model analysis approach model therefore theory study impo,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,91,0.6372,0,0,0
Copy of style_aware_06.docx,73,Value input additionally sample value furthermore additionally process evaluatio,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,81,0.646,0,0,0
Copy of style_aware_06.docx,74,R0C0 | R0C1 | R0C2 | R1C0 | R1C1 | R1C2,Table,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.6549,9,0,1
Copy of style_aware_06.docx,75,Table 43: Summary of Data Structures and Algorithms metrics,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,9,0.6637,5,0,0
Copy of style_aware_06.docx,76,Chapter 5: Urban Planning,Chapter Heading,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,4,0.6726,1,0,0
Copy of style_aware_06.docx,77,5.1 Ancient Civilizations,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.6814,2,0,0
Copy of style_aware_06.docx,78,Output data output significant accuracy system concept standard approach sample ,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,68,0.6903,0,0,0
Copy of style_aware_06.docx,79,Application structure module evaluation module implementation subsequent functio,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,79,0.6991,0,0,0
Copy of style_aware_06.docx,80,Application evaluation framework efficiency training subsequent significant stan,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,90,0.708,0,0,0
Copy of style_aware_06.docx,81,Application training analysis interface therefore subsequent additionally module,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,58,0.7168,0,0,0
Copy of style_aware_06.docx,82,Subsequent architecture important analysis method study research sample model mo,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,50,0.7257,0,0,0
Copy of style_aware_06.docx,83,Figure 51: Illustration of Cognitive Psychology,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.7345,5,0,0
Copy of style_aware_06.docx,84,1. Development therefore application significant result interface concept develo,Body Paragraph,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,9,0.7434,6,0,0
Copy of style_aware_06.docx,85,2. Data framework feature design subsequent function.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.7522,6,0,0
Copy of style_aware_06.docx,86,3. Method technique interface data relevant strategy.,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,7,0.7611,6,0,0
Copy of style_aware_06.docx,87,4. Study performance framework significant additionally component data design va,Body Paragraph,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.7699,6,0,0
Copy of style_aware_06.docx,88,5.2 Renaissance Art,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.7788,2,0,0
Copy of style_aware_06.docx,89,Structure important structure application furthermore accuracy sample value accu,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,47,0.7876,0,0,0
Copy of style_aware_06.docx,90,Process module value process quality output training efficiency technique struct,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,40,0.7965,0,0,0
Copy of style_aware_06.docx,91,Quality module furthermore efficiency study furthermore design component relevan,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,35,0.8053,0,0,0
Copy of style_aware_06.docx,92,R0C0 | R0C1 | R0C2 | R1C0 | R1C1 | R1C2,Table,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.8142,9,0,1
Copy of style_aware_06.docx,93,Table 52: Summary of Data Structures and Algorithms metrics,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,9,0.823,5,0,0
Copy of style_aware_06.docx,94,Figure 52: Illustration of Marine Biology,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.8319,5,0,0
Copy of style_aware_06.docx,95,5.3 Urban Planning,List,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,3,0.8407,2,0,0
Copy of style_aware_06.docx,96,Concept theory relevant implementation feature strategy framework output input p,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,49,0.8496,0,0,0
Copy of style_aware_06.docx,97,Performance approach consequently architecture theory consequently component con,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,73,0.8584,0,0,0
Copy of style_aware_06.docx,98,Output process significant principle principle component principle training sign,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,60,0.8673,0,0,0
Copy of style_aware_06.docx,99,Important feature efficiency feature feature accuracy however input theory conce,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,41,0.8761,0,0,0
Copy of style_aware_06.docx,100,Data function however process interface model data concept model. Function effic,Body Paragraph,12.0,0,0,3,0.0,0.0,0.0,0.0,1.0,0,0,93,0.885,0,0,0
Copy of style_aware_06.docx,101,R0C0 | R0C1 | R0C2 | R1C0 | R1C1 | R1C2,Table,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.8938,9,0,1
Copy of style_aware_06.docx,102,Table 53: Summary of Ancient Civilizations metrics,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,7,0.9027,5,0,0
Copy of style_aware_06.docx,103,Figure 53: Illustration of Sustainable Agriculture,Caption,10.0,0,1,1,0.0,0.0,0.0,0.0,1.0,0,0,6,0.9115,5,0,0
Copy of style_aware_06.docx,104,References,Body Paragraph,11.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,0,1,0.9204,1,0,0
Copy of style_aware_06.docx,105,"[1] R. Okafor, ""Space Exploration"", Journal of Marine Biology, 2023.",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.9292,0,0,0
Copy of style_aware_06.docx,106,"[2] Dr. A. Sharma, ""Behavioral Economics"", Journal of Cognitive Psychology, 2015",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9381,0,0,0
Copy of style_aware_06.docx,107,"[3] Dr. A. Sharma, ""Urban Planning"", Journal of Ancient Civilizations, 2020.",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9469,0,0,0
Copy of style_aware_06.docx,108,"[4] Dr. A. Sharma, ""Cognitive Psychology"", Journal of Sustainable Agriculture, 2",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9558,0,0,0
Copy of style_aware_06.docx,109,"[5] Prof. J. Alvarez, ""Behavioral Economics"", Journal of Ancient Civilizations, ",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9646,0,0,0
Copy of style_aware_06.docx,110,"[6] Prof. J. Alvarez, ""Urban Planning"", Journal of Sustainable Agriculture, 2025",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9735,0,0,0
Copy of style_aware_06.docx,111,"[7] L. Fontaine, ""Ancient Civilizations"", Journal of Marine Biology, 2021.",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,10,0.9823,0,0,0
Copy of style_aware_06.docx,112,"[8] Prof. J. Alvarez, ""Renaissance Art"", Journal of Neural Networks, 2022.",Reference,10.0,0,0,0,0.0,0.0,0.0,0.0,1.0,0,1,11,0.9912,0,0,0
chapter_01_ml_pipelines.docx,0,Chapter 5,Chapter Heading,14.0,1,0,1,0.0,0.0,0.0,2.0,1.0,0,0,2,0.0,0,0,0
chapter_01_ml_pipelines.docx,1,Designing Robust Machine Learning Pipelines,Chapter Heading,20.0,1,0,1,0.0,0.0,0.0,24.0,1.0,0,0,5,0.0435,0,0,0
chapter_01_ml_pipelines.docx,2,Why Pipelines Break,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,3,0.087,0,0,0
chapter_01_ml_pipelines.docx,3,Most production ML failures are not model failures -- they are pipeline failures,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,22,0.1304,0,0,0
chapter_01_ml_pipelines.docx,4,A feature computed one way during training and a slightly different way during i,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,23,0.1739,0,0,0
chapter_01_ml_pipelines.docx,5,A Shared Contract,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,3,0.2174,0,0,0
chapter_01_ml_pipelines.docx,6,Teams that split ML and engineering work benefit from writing down the exact fea,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,20,0.2609,0,0,0
chapter_01_ml_pipelines.docx,7,Stage | Owner | Days | Setup | Both | 2,Table,11.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,15,0.3043,9,0,1
chapter_01_ml_pipelines.docx,8,Table 5.2: Project timeline by stage.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,6,0.3478,0,0,0
chapter_01_ml_pipelines.docx,9,Fallback Layers,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,2,0.3913,0,0,0
chapter_01_ml_pipelines.docx,10,Rule-based overrides act as a safety net for cases the statistical model has not,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,18,0.4348,0,0,0
chapter_01_ml_pipelines.docx,11,[IMAGE],Figure,11.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.4783,0,1,0
chapter_01_ml_pipelines.docx,12,Figure 5.3: Diagram supporting the discussion.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,6,0.5217,0,0,0
chapter_01_ml_pipelines.docx,13,Checklist,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,1,0.5652,0,0,0
chapter_01_ml_pipelines.docx,14,"Before shipping, confirm the following.",Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,5,0.6087,0,0,0
chapter_01_ml_pipelines.docx,15,Key takeaways from this section:,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.0,0,0,5,0.6522,0,0,0
chapter_01_ml_pipelines.docx,16,1. Keep schema in sync,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,5,0.6957,0,0,0
chapter_01_ml_pipelines.docx,17,2. Version-pin dependencies,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.7391,0,0,0
chapter_01_ml_pipelines.docx,18,3. Validate before formatting,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.7826,0,0,0
chapter_01_ml_pipelines.docx,19,4. Log every override,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.8261,0,0,0
chapter_01_ml_pipelines.docx,20,Further Reading,Subheading,13.0,1,0,0,0.0,0.0,16.0,6.0,1.0,0,0,2,0.8696,0,0,0
chapter_01_ml_pipelines.docx,21,"[1] Fowler, M. (2018). Refactoring: Improving the design of existing code.",Reference,10.5,0,0,3,0.6,0.0,0.0,3.0,1.0,0,1,11,0.913,0,0,0
chapter_01_ml_pipelines.docx,22,"[2] Gamma, E. et al. (1994). Design patterns: Elements of reusable object-orient",Reference,10.5,0,0,3,0.6,0.0,0.0,3.0,1.0,0,1,13,0.9565,0,0,0
chapter_02_document_structure.docx,0,Chapter 6,Chapter Heading,14.0,1,0,1,0.0,0.0,0.0,2.0,1.0,0,0,2,0.0,0,0,0
chapter_02_document_structure.docx,1,Understanding Document Structure Programmatically,Chapter Heading,20.0,1,0,1,0.0,0.0,0.0,24.0,1.0,0,0,4,0.0455,0,0,0
chapter_02_document_structure.docx,2,Paragraphs vs. Runs,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,3,0.0909,0,0,0
chapter_02_document_structure.docx,3,"A Word document is a tree: paragraphs contain runs, and each run can carry its o",Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,25,0.1364,0,0,0
chapter_02_document_structure.docx,4,Tables and Floating Elements,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,4,0.1818,0,0,0
chapter_02_document_structure.docx,5,"Tables live alongside paragraphs at the same level in the document body, which m",Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,26,0.2273,0,0,0
chapter_02_document_structure.docx,6,Stage | Owner | Days | Setup | Both | 2,Table,11.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,15,0.2727,9,0,1
chapter_02_document_structure.docx,7,Table 6.2: Project timeline by stage.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,6,0.3182,0,0,0
chapter_02_document_structure.docx,8,Images and Captions,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,3,0.3636,0,0,0
chapter_02_document_structure.docx,9,An inline image is itself a paragraph with no text; the descriptive sentence bel,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,27,0.4091,0,0,0
chapter_02_document_structure.docx,10,[IMAGE],Figure,11.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.4545,0,1,0
chapter_02_document_structure.docx,11,Figure 6.3: Diagram supporting the discussion.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,6,0.5,0,0,0
chapter_02_document_structure.docx,12,Practical Tips,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,2,0.5455,0,0,0
chapter_02_document_structure.docx,13,A short list of gotchas worth remembering.,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,7,0.5909,0,0,0
chapter_02_document_structure.docx,14,Key takeaways from this section:,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.0,0,0,5,0.6364,0,0,0
chapter_02_document_structure.docx,15,1. Keep schema in sync,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,5,0.6818,0,0,0
chapter_02_document_structure.docx,16,2. Version-pin dependencies,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.7273,0,0,0
chapter_02_document_structure.docx,17,3. Validate before formatting,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.7727,0,0,0
chapter_02_document_structure.docx,18,4. Log every override,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.8182,0,0,0
chapter_02_document_structure.docx,19,Further Reading,Subheading,13.0,1,0,0,0.0,0.0,16.0,6.0,1.0,0,0,2,0.8636,0,0,0
chapter_02_document_structure.docx,20,"[1] Fowler, M. (2018). Refactoring: Improving the design of existing code.",Reference,10.5,0,0,3,0.6,0.0,0.0,3.0,1.0,0,1,11,0.9091,0,0,0
chapter_02_document_structure.docx,21,"[2] Gamma, E. et al. (1994). Design patterns: Elements of reusable object-orient",Reference,10.5,0,0,3,0.6,0.0,0.0,3.0,1.0,0,1,13,0.9545,0,0,0
chapter_03_evaluation_practices.docx,0,Chapter 7,Chapter Heading,14.0,1,0,1,0.0,0.0,0.0,2.0,1.0,0,0,2,0.0,0,0,0
chapter_03_evaluation_practices.docx,1,Evaluating Classifiers Under Class Imbalance,Chapter Heading,20.0,1,0,1,0.0,0.0,0.0,24.0,1.0,0,0,5,0.0455,0,0,0
chapter_03_evaluation_practices.docx,2,The Problem,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,2,0.0909,0,0,0
chapter_03_evaluation_practices.docx,3,"Structural labels like Title and Author occur once or twice per document, while ",Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,24,0.1364,0,0,0
chapter_03_evaluation_practices.docx,4,Metrics That Matter,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,3,0.1818,0,0,0
chapter_03_evaluation_practices.docx,5,Macro-averaged F1 and per-class recall reveal problems that overall accuracy hid,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,12,0.2273,0,0,0
chapter_03_evaluation_practices.docx,6,Stage | Owner | Days | Setup | Both | 2,Table,11.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,15,0.2727,9,0,1
chapter_03_evaluation_practices.docx,7,Table 7.2: Project timeline by stage.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,6,0.3182,0,0,0
chapter_03_evaluation_practices.docx,8,Visual Diagnostics,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,2,0.3636,0,0,0
chapter_03_evaluation_practices.docx,9,"A confusion matrix makes systematic misclassifications, such as Subheading being",Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,16,0.4091,0,0,0
chapter_03_evaluation_practices.docx,10,[IMAGE],Figure,11.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.4545,0,1,0
chapter_03_evaluation_practices.docx,11,Figure 7.3: Diagram supporting the discussion.,Caption,10.0,0,1,1,0.0,0.0,0.0,12.0,1.0,0,0,6,0.5,0,0,0
chapter_03_evaluation_practices.docx,12,Recommended Workflow,Subheading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,0,2,0.5455,0,0,0
chapter_03_evaluation_practices.docx,13,Suggested steps for a hackathon-scale evaluation loop.,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.3,0,0,7,0.5909,0,0,0
chapter_03_evaluation_practices.docx,14,Key takeaways from this section:,Body Paragraph,11.5,0,0,3,0.0,1.0,0.0,6.0,1.0,0,0,5,0.6364,0,0,0
chapter_03_evaluation_practices.docx,15,1. Keep schema in sync,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,5,0.6818,0,0,0
chapter_03_evaluation_practices.docx,16,2. Version-pin dependencies,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,3,0.7273,0,0,0
chapter_03_evaluation_practices.docx,17,3. Validate before formatting,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.7727,0,0,0
chapter_03_evaluation_practices.docx,18,4. Log every override,List,11.5,0,0,0,1.0,0.0,0.0,2.0,1.0,0,1,4,0.8182,0,0,0
chapter_03_evaluation_practices.docx,19,Further Reading,Subheading,13.0,1,0,0,0.0,0.0,16.0,6.0,1.0,0,0,2,0.8636,0,0,0
chapter_03_evaluation_practices.docx,20,"[1] Fowler, M. (2018). Refactoring: Improving the design of existing code.",Reference,10.5,0,0,3,0.6,0.0,0.0,3.0,1.0,0,1,11,0.9091,0,0,0
chapter_03_evaluation_practices.docx,21,"[2] Gamma, E. et al. (1994). Design patterns: Elements of reusable object-orient",Reference,10.5,0,0,3,0.6,0.0,0.0,3.0,1.0,0,1,13,0.9545,0,0,0
paper_01_greencertai.docx,0,GreenCertAI: Automating LEED and GRIHA Compliance Checks with Document Intellige,Title,16.0,1,0,1,0.0,0.0,0.0,8.0,1.0,0,0,10,0.0,0,0,0
paper_01_greencertai.docx,1,"S. Damle, A. Tatawar, J. Patil, S. Deshpande",Author,11.0,0,1,1,0.0,0.0,0.0,18.0,1.0,0,0,8,0.0435,0,0,0
paper_01_greencertai.docx,2,Abstract,Subheading,12.0,1,0,0,0.0,0.0,0.0,4.0,1.0,0,0,1,0.087,0,0,0
paper_01_greencertai.docx,3,Green building certification requires manually cross-referencing design document,Body Paragraph,10.0,0,0,3,0.0,0.0,0.0,12.0,1.0,0,0,29,0.1304,0,0,0
paper_01_greencertai.docx,4,1. Introduction,Chapter Heading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,1,2,0.1739,0,0,0
paper_01_greencertai.docx,5,"Manual compliance review is slow, error-prone, and difficult to audit consistent",Body Paragraph,10.5,0,0,3,0.0,0.499,0.0,6.0,1.15,0,0,15,0.2174,0,0,0
paper_01_greencertai.docx,6,2. Approach,Chapter Heading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,1,2,0.2609,0,0,0
paper_01_greencertai.docx,7,"Our pipeline parses submitted drawings and specification documents, extracts rel",Body Paragraph,10.5,0,0,3,0.0,0.499,0.0,6.0,1.15,0,0,18,0.3043,0,0,0
paper_01_greencertai.docx,8,[IMAGE],Figure,11.0,0,0,1,0.0,0.0,0.0,0.0,1.0,0,0,0,0.3478,0,1,0
paper_01_greencertai.docx,9,Figure 2: Overview of the proposed pipeline.,Caption,9.0,0,1,1,0.0,0.0,0.0,10.0,1.0,0,0,7,0.3913,0,0,0
paper_01_greencertai.docx,10,3. Evaluation,Chapter Heading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,1,2,0.4348,0,0,0
paper_01_greencertai.docx,11,We evaluate against a held-out set of prior certification submissions with known,Body Paragraph,10.5,0,0,3,0.0,0.499,0.0,6.0,1.15,0,0,13,0.4783,0,0,0
paper_01_greencertai.docx,12,Metric | Baseline | Proposed | Precision | 0.81 | 0.93,Table,11.0,1,0,0,0.0,0.0,0.0,0.0,1.0,0,0,9,0.5217,9,0,1
paper_01_greencertai.docx,13,Table 3: Comparison against the baseline system.,Caption,9.0,0,1,1,0.0,0.0,0.0,10.0,1.0,0,0,7,0.5652,0,0,0
paper_01_greencertai.docx,14,4. Limitations,Chapter Heading,13.0,1,0,0,0.0,0.0,14.0,6.0,1.0,0,1,2,0.6087,0,0,0
